enzyme,genome_name,db_name,gene_caller_id,contig,modules_with_enzyme,enzyme_definition,warnings
K07568,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,182,c_000000000004,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17],
K03531,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,113,c_000000000002,,cell division protein FtsZ,
K02834,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,60,c_000000000001,,ribosome-binding factor A,
K03686,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,45,c_000000000001,,molecular chaperone DnaJ,
K09787,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,132,c_000000000003,,uncharacterized protein,
K01872,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,188,c_000000000004,,alanyl-tRNA synthetase [EC:6.1.1.7],
K03687,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,47,c_000000000001,,molecular chaperone GrpE,
K27959,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,226,c_000000000004,,lyso-form N-acyl lipoprotein transferase [EC:2.3.1.-],
K06217,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,14,c_000000000001,,phosphate starvation-inducible protein PhoH and related proteins,
K03596,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,36,c_000000000001,,GTP-binding protein LepA,
K21285,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,20,c_000000000001,,teichoic acid glycerol-phosphate primase [EC:2.7.8.44],
K18189,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,210,c_000000000004,,translational activator of cytochrome c oxidase 1,
K03581,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,93,c_000000000002,,exodeoxyribonuclease V alpha subunit [EC:3.1.11.5],
K07095,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,198,c_000000000004,,uncharacterized protein,
K03595,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,11,c_000000000001,,GTPase,
K02884,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,126,c_000000000003,,large subunit ribosomal protein L19,
K07042,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,13,c_000000000001,,probable rRNA maturation factor,
K07447,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,190,c_000000000004,,putative pre-16S rRNA nuclease [EC:3.1.-.-],
K03621,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,137,c_000000000003,,phosphate acyltransferase [EC:2.3.1.274],
K03631,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,158,c_000000000003,,DNA repair protein RecN (Recombination protein N),
K03625,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,165,c_000000000003,,transcription antitermination protein NusB,
K15523,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,26,c_000000000001,,protein-ribulosamine 3-kinase [EC:2.7.1.172],
K09888,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,192,c_000000000004,,cell division protein ZapA,
K03584,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,10,c_000000000001,,DNA repair protein RecO (recombination protein O),
K03590,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,114,c_000000000002,,cell division protein FtsA,
K00852,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,212,c_000000000004,,ribokinase [EC:2.7.1.15],
K07456,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,193,c_000000000004,,DNA mismatch repair protein MutS2,
K00887,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,12,c_000000000001,,undecaprenol kinase [EC:2.7.1.66],
K03550,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,180,c_000000000004,,holliday junction DNA helicase RuvA,
K01151,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,19,c_000000000001,,deoxyribonuclease IV [EC:3.1.21.2],
K02316,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,7,c_000000000001,,DNA primase [EC:2.7.7.101],
K03551,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,181,c_000000000004,,holliday junction DNA helicase RuvB [EC:5.6.2.4],
K03586,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,120,c_000000000002,,cell division protein FtsL,
K06207,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,77,c_000000000002,,GTP-binding protein,
K01997,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1216,c_000000000040,,branched-chain amino acid transport system permease protein,
K02939,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1027,c_000000000031,,large subunit ribosomal protein L9,
K02044,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1136,c_000000000036,,phosphonate transport system substrate-binding protein,
K02050,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1055,c_000000000032,,NitT/TauT family transport system permease protein,
K03789,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1133,c_000000000036,,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],
K03789,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1134,c_000000000036,,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],
K06183,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1201,c_000000000039,,16S rRNA pseudouridine516 synthase [EC:5.4.99.19],
K02469,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1032,c_000000000031,,DNA gyrase subunit A [EC:5.6.2.2],
K05306,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1140,c_000000000036,,phosphonoacetaldehyde hydrolase [EC:3.11.1.1],
K02051,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1054,c_000000000032,,NitT/TauT family transport system substrate-binding protein,
K01996,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1219,c_000000000040,,branched-chain amino acid transport system ATP-binding protein,
K03629,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1034,c_000000000031,,DNA replication and repair protein RecF,
K06180,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1231,c_000000000041,,23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23],
K01995,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1218,c_000000000040,,branched-chain amino acid transport system ATP-binding protein,
K01775,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1051,c_000000000032,,alanine racemase [EC:5.1.1.1],
K02042,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1138,c_000000000036,,phosphonate transport system permease protein,
K02042,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1139,c_000000000036,,phosphonate transport system permease protein,
K07258,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1090,c_000000000034,,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],
K07258,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,274,c_000000000006,,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],
K19271,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1239,c_000000000041,,chloramphenicol O-acetyltransferase type A [EC:2.3.1.28],
K02914,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1039,c_000000000031,,large subunit ribosomal protein L34,
K02041,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1137,c_000000000036,,phosphonate transport system ATP-binding protein [EC:7.3.2.2],
K00656,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1262,c_000000000043,,formate C-acetyltransferase [EC:2.3.1.54],
K03439,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1121,c_000000000035,,tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33],
K06187,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1151,c_000000000036,,recombination protein RecR,
K14742,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1135,c_000000000036,,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,
K06346,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1042,c_000000000031,,spoIIIJ-associated protein,
K25158,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1124,c_000000000035,,ABC-2 type transport system ATP-binding protein,
K09013,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1113,c_000000000035,,Fe-S cluster assembly ATP-binding protein,
K09952,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1024,c_000000000030,,CRISPR-associated endonuclease Csn1 [EC:3.1.-.-],
K25706,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1132,c_000000000036,,tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234],
K01869,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1199,c_000000000039,,leucyl-tRNA synthetase [EC:6.1.1.4],
K03501,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1102,c_000000000034,,16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170],
K02804,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1070,c_000000000033,,N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193],
K05825,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1106,c_000000000034,,2-aminoadipate transaminase [EC:2.6.1.-],
K11717,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1111,c_000000000035,,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],
K03111,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1030,c_000000000031,,single-strand DNA-binding protein,
K03698,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1185,c_000000000038,,3'-5' exoribonuclease [EC:3.1.-.-],
K03101,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1230,c_000000000041,,signal peptidase II [EC:3.4.23.36],
K09014,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1109,c_000000000035,,Fe-S cluster assembly protein SufB,
K02343,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1153,c_000000000036,,DNA polymerase III subunit gamma/tau [EC:2.7.7.7],
K16323,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1103,c_000000000034,,purine nucleoside transport protein,
K04069,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1263,c_000000000043,,pyruvate formate lyase activating enzyme [EC:1.97.1.4],
K09015,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1112,c_000000000035,,Fe-S cluster assembly protein SufD,
K12555,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1181,c_000000000038,,penicillin-binding protein 2A [EC:2.4.99.28 3.4.16.4],
K17363,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1190,c_000000000038,,urocanate reductase [EC:1.3.99.33],
K01924,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1117,c_000000000035,,UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],
K01926,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1130,c_000000000036,,redox-sensing transcriptional repressor,
K02963,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1029,c_000000000031,,small subunit ribosomal protein S18,
K02341,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1147,c_000000000036,,DNA polymerase III subunit delta' [EC:2.7.7.7],
K17758,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1202,c_000000000039,,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],
K04488,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1110,c_000000000035,,nitrogen fixation protein NifU and related proteins,
K03495,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1044,c_000000000031,,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,
K02990,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1031,c_000000000031,,small subunit ribosomal protein S6,
K03536,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1040,c_000000000031,,ribonuclease P protein component [EC:3.1.26.5],
K06895,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1177,c_000000000038,,L-lysine exporter family protein LysE/ArgO,
K01929,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1048,c_000000000032,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],
K01874,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1171,c_000000000037,,methionyl-tRNA synthetase [EC:6.1.1.10],
K00997,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1050,c_000000000032,,holo-[acyl-carrier protein] synthase [EC:2.7.8.7],
K03497,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1099,c_000000000034,,"ParB family transcriptional regulator, chromosome partitioning protein",
K03497,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1101,c_000000000034,,"ParB family transcriptional regulator, chromosome partitioning protein",
K09384,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1254,c_000000000042,,uncharacterized protein,
K05592,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1049,c_000000000032,,ATP-dependent RNA helicase DeaD [EC:5.6.2.7],
K09747,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1152,c_000000000036,,nucleoid-associated protein EbfC,
K15555,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1056,c_000000000032,,sulfonate transport system ATP-binding protein [EC:7.6.2.14],
K01867,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1157,c_000000000037,,tryptophanyl-tRNA synthetase [EC:6.1.1.2],
K22927,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1028,c_000000000031,,cyclic-di-AMP phosphodiesterase [EC:3.1.4.59],
K02016,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1108,c_000000000035,,iron complex transport system substrate-binding protein,
K03320,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1261,c_000000000042,,"ammonium transporter, Amt family",
K03650,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1043,c_000000000031,,tRNA modification GTPase [EC:3.6.-.-],
K02313,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1038,c_000000000031,,chromosomal replication initiator protein,
K05910,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1081,c_000000000033,,NADH peroxidase [EC:1.11.1.1],
K08987,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1256,c_000000000042,,putative membrane protein,
K07056,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1145,c_000000000036,,16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198],
K02338,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1037,c_000000000031,,DNA polymerase III subunit beta [EC:2.7.7.7],
K07533,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1127,c_000000000035,,foldase protein PrsA [EC:5.2.1.8],
K02503,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1691,c_000000000070,,histidine triad (HIT) family protein [EC:3.9.1.-],
K02503,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1125,c_000000000035,,histidine triad (HIT) family protein [EC:3.9.1.-],
K06942,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1097,c_000000000034,,ribosome-binding ATPase,
K25157,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1123,c_000000000035,,ABC-2 type transport system permease protein,
K01998,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1217,c_000000000040,,branched-chain amino acid transport system permease protein,
K01740,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1074,c_000000000033,,O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],
K14761,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1035,c_000000000031,,ribosome-associated protein,
K02314,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1026,c_000000000031,,replicative DNA helicase [EC:5.6.2.3],
K04759,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1115,c_000000000035,,ferrous iron transport protein B,
K01999,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1215,c_000000000040,,branched-chain amino acid transport system substrate-binding protein,
K03430,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1141,c_000000000036,,2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37],
K06158,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1066,c_000000000033,,"ATP-binding cassette, subfamily F, member 3",
K06158,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1131,c_000000000036,,"ATP-binding cassette, subfamily F, member 3",
K06158,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,868,c_000000000024,,"ATP-binding cassette, subfamily F, member 3",
K02470,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1033,c_000000000031,,DNA gyrase subunit B [EC:5.6.2.2],
K04767,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1220,c_000000000040,,acetoin utilization protein AcuB,
K03169,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1021,c_000000000030,,DNA topoisomerase III [EC:5.6.2.1],
K21471,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,304,c_000000000006,,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],
K21471,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2107,c_000000000106,,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],
K21471,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,91,c_000000000002,,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],
K03284,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,124,c_000000000002,,magnesium transporter,
K01262,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,168,c_000000000003,,Xaa-Pro aminopeptidase [EC:3.4.11.9],
K01262,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,206,c_000000000004,,Xaa-Pro aminopeptidase [EC:3.4.11.9],
K01286,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,267,c_000000000005,,D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4],
K21755,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,291,c_000000000006,,"LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD",
K19285,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,316,c_000000000007,,FMN reductase (NADPH) [EC:1.5.1.38],
K07271,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,327,c_000000000007,,lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-],
K01259,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1358,c_000000000049,,proline iminopeptidase [EC:3.4.11.5],
K01259,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,335,c_000000000007,,proline iminopeptidase [EC:3.4.11.5],
K02654,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,423,c_000000000009,,leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-],
K15519,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,430,c_000000000009,,deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74],
K15519,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1310,c_000000000046,,deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74],
K07001,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,437,c_000000000010,,NTE family protein,
K10716,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,472,c_000000000010,,voltage-gated potassium channel,
K03892,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,556,c_000000000013,,"ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",
K00433,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,566,c_000000000013,,non-heme chloroperoxidase [EC:1.11.1.10],
K03293,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,568,c_000000000013,,"amino acid transporter, AAT family",
K03293,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2245,c_000000000125,,"amino acid transporter, AAT family",
K01512,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,599,c_000000000014,,acylphosphatase [EC:3.6.1.7],
K19505,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,697,c_000000000018,,"sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator",
K13936,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,726,c_000000000019,,malonate transporter and related proteins,
K07729,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1733,c_000000000073,,putative transcriptional regulator,
K07729,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,735,c_000000000019,,putative transcriptional regulator,
K21600,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,800,c_000000000021,,"CsoR family transcriptional regulator, copper-sensing transcriptional repressor",
K01534,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,804,c_000000000021,,Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21],
K16147,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,824,c_000000000022,,starch synthase (maltosyl-transferring) [EC:2.4.99.16],
K19423,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,854,c_000000000023,,glycosyltransferase EpsE [EC:2.4.-.-],
K08224,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,925,c_000000000026,,"MFS transporter, YNFM family, putative membrane transport protein",
K01560,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,926,c_000000000026,,2-haloacid dehalogenase [EC:3.8.1.2],
K03839,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1648,c_000000000067,,flavodoxin I,
K03839,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,950,c_000000000028,,flavodoxin I,
K03205,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1018,c_000000000030,,type IV secretion system protein VirD4 [EC:7.4.2.8],
K13590,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1065,c_000000000033,,diguanylate cyclase [EC:2.7.7.65],
K04758,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1114,c_000000000035,,ferrous iron transport protein A,
K12410,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1167,c_000000000037,,NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313],
K07552,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1174,c_000000000037,,"MFS transporter, DHA1 family, multidrug resistance protein",
K19302,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1198,c_000000000039,,undecaprenyl-diphosphatase [EC:3.6.1.27],
K06409,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1200,c_000000000039,,stage V sporulation protein B,
K22043,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1206,c_000000000040,,"ArsR family transcriptional regulator, zinc-responsive transcriptional repressor",
K00383,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1244,c_000000000042,,glutathione reductase (NADPH) [EC:1.8.1.7],
K26057,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1265,c_000000000043,,6-dehydroglucose reductase [EC:1.1.1.432],
K03451,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1271,c_000000000043,,"betaine/carnitine transporter, BCCT family",
K03298,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2097,c_000000000104,,"drug/metabolite transporter, DME family",
K03298,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2379,c_000000000151,,"drug/metabolite transporter, DME family",
K03298,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1300,c_000000000045,,"drug/metabolite transporter, DME family",
K03298,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1653,c_000000000067,,"drug/metabolite transporter, DME family",
K02008,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1367,c_000000000049,,cobalt/nickel transport system permease protein,
K00344,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1376,c_000000000049,,NADPH:quinone reductase [EC:1.6.5.5],
K03574,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1384,c_000000000050,,8-oxo-dGTP diphosphatase [EC:3.6.1.55],
K03574,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1390,c_000000000050,,8-oxo-dGTP diphosphatase [EC:3.6.1.55],
K19267,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1412,c_000000000051,,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],
K19267,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1815,c_000000000078,,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],
K03972,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1424,c_000000000052,,phage shock protein E,
