Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,45709_F01_Reference,ASM167680v1_TraditionalKoreanKimichi,ASM211732v1_BrewerySurface,ASM211734v1_WheatBeer,ASM276217v1_FemaleGut,ASM3988027v1_TenebrioMolitorFeces,ASM5041081v1_TomatoeFruit,ASM622820v1_BeerKeg,ASM622828v1_Beer,LBPURC4201_assembly_Sourdough
group_2971,,IS30 family transposase ISSlu1,2,2,1.0,1,4492,,,,999,999,999.0,,,OPNKAGHI_00777,,,,,,BMKFACGC_01041,
group_2970,,IS30 family transposase ISSlu1,2,2,1.0,1,4491,,,,999,999,999.0,,,,,HMEEEBGO_00274,,,,BMKFACGC_00869,
group_2969,,IS30 family transposase ISSlu1,2,2,1.0,1,4490,,,,999,999,999.0,,,OPNKAGHI_02452,,,,,,BMKFACGC_00375,
group_2966,,IS30 family transposase ISLpl1,2,2,1.0,1,4487,,,,930,930,930.0,,,,,,,,,BMKFACGC_00613,FHDKMCMF_00026
group_2964,,IS30 family transposase IS1070,2,2,1.0,1,4485,,,,924,924,924.0,,,OPNKAGHI_02622,,HMEEEBGO_01857,,,,,
group_2963,,IS30 family transposase IS1070,2,2,1.0,1,4484,,,,924,924,924.0,,,OPNKAGHI_01129,,HMEEEBGO_02585,,,,,
group_2962,,ISL3 family transposase ISP1,2,2,1.0,1,4483,,,,1263,1263,1263.0,,,OPNKAGHI_00354,,,KGEHKDDB_02249,,,,
xerC_7,xerC_7,Tyrosine recombinase XerC,2,2,1.0,1,4173,,,,1137,1137,1137.0,,,,KAHEJOMD_02304,HMEEEBGO_02192,,,,,
group_2675,,ISL3 family transposase ISP1,2,2,1.0,1,4148,,,,1263,1263,1263.0,,,OPNKAGHI_01739,,,,,,8_refound_27,
group_2620,,hypothetical protein,2,2,1.0,1,4090,,,,612,612,612.0,,,,KAHEJOMD_02746,,KGEHKDDB_02569,,,,
group_2594,,hypothetical protein,2,2,1.0,1,4063,,,,96,96,96.0,JECDCPOO_00770,,,,,,6_refound_24,,,
group_2592,,hypothetical protein,2,2,1.0,1,4061,,,,102,102,102.0,,,,KAHEJOMD_02783,,KGEHKDDB_02597,,,,
group_2538,,hypothetical protein,2,2,1.0,1,4006,,,,144,144,144.0,,KDAEOHOB_00017,,,HMEEEBGO_02066,,,,,
group_2532,,hypothetical protein,2,2,1.0,1,4000,,,,147,147,147.0,,KDAEOHOB_01641,,,,,,,BMKFACGC_01717,
group_2525,,hypothetical protein,2,2,1.0,1,3991,,,,153,153,153.0,,,,KAHEJOMD_02519,,,,,8_refound_28,
group_2509,,hypothetical protein,2,2,1.0,1,3973,,,,159,159,159.0,,KDAEOHOB_00005,,,HMEEEBGO_02079,,,,,
group_2504,,hypothetical protein,2,2,1.0,1,3968,,,,162,162,162.0,0_refound_1,,,,,,GMGKJONF_01425,,,
group_2500,,hypothetical protein,2,2,1.0,1,3964,,,,165,165,165.0,,,,KAHEJOMD_01725,,,,,,FHDKMCMF_02646
group_2491,,hypothetical protein,2,2,1.0,1,3952,,,,168,168,168.0,,KDAEOHOB_01659,,,HMEEEBGO_00282,,,,,
group_2489,,hypothetical protein,2,2,1.0,1,3949,,,,171,171,171.0,,,,,,,GMGKJONF_01699,,,FHDKMCMF_01518
group_2484,,hypothetical protein,2,2,1.0,1,3944,,,,171,171,171.0,,,,KAHEJOMD_01633,,,GMGKJONF_01606,,,
group_2436,,hypothetical protein,2,2,1.0,1,3893,,,,186,186,186.0,,KDAEOHOB_01658,,,HMEEEBGO_00283,,,,,
group_2435,,hypothetical protein,2,2,1.0,1,3892,,,,186,186,186.0,,KDAEOHOB_00029,,,HMEEEBGO_02053,,,,,
group_2420,,hypothetical protein,2,2,1.0,1,3874,,,,192,192,192.0,,KDAEOHOB_01721,,,,,,,BMKFACGC_01190,
group_2416,,hypothetical protein,2,2,1.0,1,3870,,,,192,192,192.0,,KDAEOHOB_00028,,,HMEEEBGO_02054,,,,,
group_2397,,hypothetical protein,2,2,1.0,1,3844,,,,198,198,198.0,,,,,HMEEEBGO_02504,,GMGKJONF_01442,,,
group_2386,,hypothetical protein,2,2,1.0,1,3831,,,,201,201,201.0,,,,,HMEEEBGO_01600,,GMGKJONF_00228,,,
group_2382,,hypothetical protein,2,2,1.0,1,3827,,,,201,201,201.0,JECDCPOO_01608,,,,,,GMGKJONF_01420,,,
group_2375,,hypothetical protein,2,2,1.0,1,3818,,,,204,204,204.0,,KDAEOHOB_00024,,,HMEEEBGO_02058,,,,,
group_2366,,hypothetical protein,2,2,1.0,1,3808,,,,207,207,207.0,,,,KAHEJOMD_02522,,,,,BMKFACGC_02501,
group_2364,,hypothetical protein,2,2,1.0,1,3806,,,,207,207,207.0,,KDAEOHOB_00018,,,HMEEEBGO_02065,,,,,
group_2350,,hypothetical protein,2,2,1.0,1,3792,,,,213,213,213.0,,,,KAHEJOMD_02310,4_refound_19,,,,,
group_2348,,hypothetical protein,2,2,1.0,1,3790,,,,213,213,213.0,JECDCPOO_01607,,,,,,GMGKJONF_01419,,,
group_2333,,hypothetical protein,2,2,1.0,1,3773,,,,219,219,219.0,,,OPNKAGHI_00051,KAHEJOMD_00055,,,,,,
group_2321,,hypothetical protein,2,2,1.0,1,3759,,,,225,225,225.0,,,,,HMEEEBGO_01775,,,,BMKFACGC_00051,
group_2316,,hypothetical protein,2,2,1.0,1,3754,,,,225,225,225.0,,,,KAHEJOMD_02521,,,,,BMKFACGC_02500,
group_2312,,hypothetical protein,2,2,1.0,1,3750,,,,225,225,225.0,JECDCPOO_01606,,,,,,GMGKJONF_01418,,,
fluC_1,fluC_1,Fluoride-specific ion channel FluC,2,2,1.0,1,3732,,,,231,231,231.0,,,,KAHEJOMD_02892,,,,,BMKFACGC_02751,
group_2273,,hypothetical protein,2,2,1.0,1,3700,,,,240,240,240.0,,,,KAHEJOMD_02896,,,,,BMKFACGC_02755,
group_2272,,hypothetical protein,2,2,1.0,1,3699,,,,240,240,240.0,,,,KAHEJOMD_02295,HMEEEBGO_02201,,,,,
group_2255,,hypothetical protein,2,2,1.0,1,3680,,,,2007,2061,2034.0,,,,KAHEJOMD_02290,HMEEEBGO_02206,,,,,
group_2240,,hypothetical protein,2,2,1.0,1,3665,,,,252,252,252.0,,,,KAHEJOMD_02305,HMEEEBGO_02191,,,,,
group_2219,,hypothetical protein,2,2,1.0,1,3642,,,,258,258,258.0,,,,,,,,HLLCJJMH_00039,,FHDKMCMF_00566
group_2203,,hypothetical protein,2,2,1.0,1,3626,,,,261,261,261.0,,KDAEOHOB_00004,,,HMEEEBGO_02080,,,,,
group_2171,,hypothetical protein,2,2,1.0,1,3582,,,,273,273,273.0,,,,KAHEJOMD_02863,,,,HLLCJJMH_02710,,
group_2170,,hypothetical protein,2,2,1.0,1,3581,,,,273,273,273.0,,,,KAHEJOMD_02301,HMEEEBGO_02195,,,,,
group_2144,,hypothetical protein,2,2,1.0,1,3545,,,,282,282,282.0,,,,KAHEJOMD_00092,,,GMGKJONF_00095,,,
group_2127,,hypothetical protein,2,2,1.0,1,3524,,,,294,294,294.0,,,,,HMEEEBGO_00988,,,,,FHDKMCMF_02680
group_2112,,hypothetical protein,2,2,1.0,1,3506,,,,300,300,300.0,,,,,,KGEHKDDB_01634,,HLLCJJMH_01490,,
group_2107,,hypothetical protein,2,2,1.0,1,3501,,,,300,300,300.0,,KDAEOHOB_00011,,,HMEEEBGO_02073,,,,,
group_2103,,hypothetical protein,2,2,1.0,1,3496,,,,303,303,303.0,,1_refound_5,,,HMEEEBGO_02063,,,,,
group_2101,,hypothetical protein,2,2,1.0,1,3494,,,,303,303,303.0,,,,KAHEJOMD_00093,,,GMGKJONF_00096,,,
group_2094,,hypothetical protein,2,2,1.0,1,3482,,,,306,306,306.0,,,,,,,,HLLCJJMH_00040,,FHDKMCMF_00565
group_2091,,hypothetical protein,2,2,1.0,1,3479,,,,306,306,306.0,,1_refound_6,,,HMEEEBGO_02070,,,,,
group_2090,,IS1182 family transposase ISP2,2,2,1.0,1,3478,,,,306,306,306.0,,,,KAHEJOMD_02311,HMEEEBGO_02187,,,,,
group_2083,,hypothetical protein,2,2,1.0,1,3469,,,,309,309,309.0,,KDAEOHOB_01668,,,HMEEEBGO_00272,,,,,
group_2065,,hypothetical protein,2,2,1.0,1,3446,,,,315,315,315.0,,KDAEOHOB_00016,,,HMEEEBGO_02067,,,,,
group_2064,,hypothetical protein,2,2,1.0,1,3445,,,,315,315,315.0,,KDAEOHOB_00009,,,HMEEEBGO_02075,,,,,
group_2025,,hypothetical protein,2,2,1.0,1,3399,,,,330,330,330.0,,,,KAHEJOMD_02864,,,,7_refound_25,,
group_2024,,hypothetical protein,2,2,1.0,1,3398,,,,330,330,330.0,,,OPNKAGHI_02659,,,KGEHKDDB_02693,,,,
group_2014,,hypothetical protein,2,2,1.0,1,3387,,,,333,333,333.0,,,,KAHEJOMD_02742,,KGEHKDDB_02573,,,,
group_2013,,hypothetical protein,2,2,1.0,1,3386,,,,333,333,333.0,,,,KAHEJOMD_02298,HMEEEBGO_02198,,,,,
group_2008,,hypothetical protein,2,2,1.0,1,3380,,,,336,336,336.0,,,,KAHEJOMD_02794,,KGEHKDDB_02586,,,,
group_2007,,hypothetical protein,2,2,1.0,1,3379,,,,336,336,336.0,,,,KAHEJOMD_01736,,,,,,FHDKMCMF_01511
group_1969,,hypothetical protein,2,2,1.0,1,3332,,,,351,351,351.0,,,,,HMEEEBGO_02550,,,HLLCJJMH_01461,,
group_1949,,hypothetical protein,2,2,1.0,1,3308,,,,357,357,357.0,,,,KAHEJOMD_02307,HMEEEBGO_02189,,,,,
group_1944,,hypothetical protein,2,2,1.0,1,3298,,,,360,360,360.0,,,,,HMEEEBGO_02552,,,HLLCJJMH_01459,,
group_1939,,hypothetical protein,2,2,1.0,1,3291,,,,360,360,360.0,,KDAEOHOB_01667,,,HMEEEBGO_00273,,,,,
group_1926,,hypothetical protein,2,2,1.0,1,3277,,,,363,363,363.0,JECDCPOO_02006,,,KAHEJOMD_02144,,,,,,
group_1916,,hypothetical protein,2,2,1.0,1,3265,,,,366,366,366.0,,KDAEOHOB_00022,,,HMEEEBGO_02060,,,,,
group_1908,,hypothetical protein,2,2,1.0,1,3255,,,,369,369,369.0,,KDAEOHOB_02521,,,HMEEEBGO_02090,,,,,
group_1901,,hypothetical protein,2,2,1.0,1,3244,,,,372,372,372.0,,,,KAHEJOMD_02294,HMEEEBGO_02202,,,,,
group_1875,,hypothetical protein,2,2,1.0,1,3214,,,,381,381,381.0,,,,,HMEEEBGO_02505,,GMGKJONF_01441,,,
group_1871,,hypothetical protein,2,2,1.0,1,3210,,,,381,381,381.0,,,,KAHEJOMD_02862,,,,HLLCJJMH_02709,,
adhR_3,adhR_3,HTH-type transcriptional regulator AdhR,2,2,1.0,1,3187,,,,387,387,387.0,,KDAEOHOB_01485,,,,,GMGKJONF_01265,,,
group_1842,,hypothetical protein,2,2,1.0,1,3171,,,,393,393,393.0,,,,KAHEJOMD_02523,,,,,BMKFACGC_02502,
fluC_2,fluC_2,Fluoride-specific ion channel FluC,2,2,1.0,1,3151,,,,399,399,399.0,,,,KAHEJOMD_02893,,,,,BMKFACGC_02752,
group_1818,,hypothetical protein,2,2,1.0,1,3133,,,,405,405,405.0,,,,,,,,HLLCJJMH_00041,,FHDKMCMF_00564
group_1805,,hypothetical protein,2,2,1.0,1,3117,,,,411,411,411.0,,,,,HMEEEBGO_00184,,,HLLCJJMH_01492,,
group_1804,,hypothetical protein,2,2,1.0,1,3116,,,,411,411,411.0,,,,,HMEEEBGO_00183,,,HLLCJJMH_01493,,
group_1794,,hypothetical protein,2,2,1.0,1,3105,,,,417,417,417.0,,,,,HMEEEBGO_00810,KGEHKDDB_01657,,,,
group_1786,,hypothetical protein,2,2,1.0,1,3093,,,,420,420,420.0,JECDCPOO_01611,,,,,,GMGKJONF_01427,,,
group_1771,,hypothetical protein,2,2,1.0,1,3076,,,,426,426,426.0,,,,,HMEEEBGO_00189,,,,,FHDKMCMF_02602
group_1769,,hypothetical protein,2,2,1.0,1,3074,,,,426,426,426.0,,KDAEOHOB_00025,,,HMEEEBGO_02057,,,,,
group_1741,,hypothetical protein,2,2,1.0,1,3032,,,,441,441,441.0,,,OPNKAGHI_00050,KAHEJOMD_00054,,,,,,
group_1718,,hypothetical protein,2,2,1.0,1,2997,,,,453,453,453.0,,KDAEOHOB_01605,,,HMEEEBGO_00337,,,,,
group_1711,,hypothetical protein,2,2,1.0,1,2990,,,,456,456,456.0,,,,,,,,HLLCJJMH_02679,,FHDKMCMF_02556
group_1708,,IS30 family transposase ISLpl1,2,2,1.0,1,2987,,,,456,456,456.0,,KDAEOHOB_00007,,,HMEEEBGO_02077,,,,,
group_1702,,hypothetical protein,2,2,1.0,1,2980,,,,459,459,459.0,,,,KAHEJOMD_02787,,KGEHKDDB_02593,,,,
group_1700,,hypothetical protein,2,2,1.0,1,2978,,,,1224,1224,1224.0,,KDAEOHOB_02472,,,,KGEHKDDB_02247,,,,
group_1697,,hypothetical protein,2,2,1.0,1,2973,,,,462,462,462.0,,,,,HMEEEBGO_01774,,,,BMKFACGC_00052,
group_1668,,hypothetical protein,2,2,1.0,1,2937,,,,1377,1377,1377.0,,,,,,,,HLLCJJMH_02334,,FHDKMCMF_00905
group_1661,,hypothetical protein,2,2,1.0,1,2919,,,,477,477,477.0,,,,,HMEEEBGO_02545,,,HLLCJJMH_01466,,
group_1655,,hypothetical protein,2,2,1.0,1,2913,,,,480,480,480.0,,,,KAHEJOMD_00087,,,,,BMKFACGC_00082,
group_1640,,hypothetical protein,2,2,1.0,1,2892,,,,486,486,486.0,,,,KAHEJOMD_00094,,,GMGKJONF_00097,,,
group_1627,,hypothetical protein,2,2,1.0,1,2873,,,,492,492,492.0,,KDAEOHOB_00003,,,HMEEEBGO_02081,,,,,
group_1580,,hypothetical protein,2,2,1.0,1,2811,,,,516,516,516.0,,,,KAHEJOMD_02317,HMEEEBGO_02180,,,,,
group_1579,,hypothetical protein,2,2,1.0,1,2810,,,,516,516,516.0,,,,KAHEJOMD_02300,HMEEEBGO_02196,,,,,
group_1552,,hypothetical protein,2,2,1.0,1,2772,,,,528,528,528.0,,KDAEOHOB_00020,,,HMEEEBGO_02062,,,,,
group_1537,,hypothetical protein,2,2,1.0,1,2750,,,,537,537,537.0,JECDCPOO_02419,,,,,,,,BMKFACGC_02531,
group_1533,,S-layer protein,2,2,1.0,1,2743,,,,1419,1419,1419.0,,,,,,,,HLLCJJMH_02333,,FHDKMCMF_00906
group_1529,,hypothetical protein,2,2,1.0,1,2738,,,,543,543,543.0,,,,KAHEJOMD_02779,,KGEHKDDB_02604,,,,
group_1522,,hypothetical protein,2,2,1.0,1,2722,,,,546,546,546.0,,,OPNKAGHI_00046,,,,GMGKJONF_00060,,,
group_1506,pinR,Serine recombinase PinR,2,2,1.0,1,2698,,,,555,555,555.0,,,OPNKAGHI_02662,,,KGEHKDDB_02699,,,,
group_1495,,hypothetical protein,2,2,1.0,1,2686,,,,558,558,558.0,,KDAEOHOB_01632,,,HMEEEBGO_00310,,,,,
group_1487,,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,2,2,1.0,1,2671,,,,564,564,564.0,,,,KAHEJOMD_02319,HMEEEBGO_02178,,,,,
group_1482,,hypothetical protein,2,2,1.0,1,2663,,,,567,567,567.0,,,,KAHEJOMD_02303,HMEEEBGO_02193,,,,,
group_1480,,S-layer protein,2,2,1.0,1,2661,,,,1389,1389,1389.0,,KDAEOHOB_02474,,,HMEEEBGO_02137,,,,,
group_1469,,Putative acetyltransferase,2,2,1.0,1,2644,,,,573,573,573.0,,,,KAHEJOMD_00155,,,GMGKJONF_00158,,,
group_1459,,hypothetical protein,2,2,1.0,1,2629,,,,579,579,579.0,,KDAEOHOB_00030,,,HMEEEBGO_02052,,,,,
group_1422,,hypothetical protein,2,2,1.0,1,2574,,,,603,603,603.0,JECDCPOO_02223,,OPNKAGHI_00313,,,,,,,
group_1418,,hypothetical protein,2,2,1.0,1,2565,,,,609,609,609.0,,KDAEOHOB_01638,,,,,,HLLCJJMH_01486,,
group_1414,,hypothetical protein,2,2,1.0,1,2559,,,,612,612,612.0,,,,KAHEJOMD_02299,HMEEEBGO_02197,,,,,
group_1406,,hypothetical protein,2,2,1.0,1,2549,,,,615,615,615.0,,KDAEOHOB_00010,,,HMEEEBGO_02074,,,,,
group_1402,,hypothetical protein,2,2,1.0,1,2544,,,,618,618,618.0,,,,,HMEEEBGO_02884,KGEHKDDB_01613,,,,
bin3,bin3,Putative transposon Tn552 DNA-invertase bin3,2,2,1.0,1,2538,,,,618,618,618.0,,KDAEOHOB_02523,,,HMEEEBGO_02088,,,,,
group_1374,,hypothetical protein,2,2,1.0,1,2496,,,,636,636,636.0,,,,,HMEEEBGO_02859,,,,,FHDKMCMF_01525
group_1366,,IS30 family transposase ISLsa1,2,2,1.0,1,2485,,,,639,639,639.0,,,OPNKAGHI_01489,,,KGEHKDDB_02687,,,,
group_1321,,hypothetical protein,2,2,1.0,1,2383,,,,1533,1533,1533.0,,,,KAHEJOMD_02306,HMEEEBGO_02190,,,,,
group_1318,,hypothetical protein,2,2,1.0,1,2379,,,,270,270,270.0,,,,,HMEEEBGO_02534,,,HLLCJJMH_01476,,
group_1312,,IS6 family transposase ISBth20,2,2,1.0,1,2367,,,,684,684,684.0,,,,KAHEJOMD_02861,,,,HLLCJJMH_02708,,
group_1307,,hypothetical protein,2,2,1.0,1,2359,,,,687,687,687.0,,,,KAHEJOMD_02743,,KGEHKDDB_02572,,,,
group_1301,,IS1182 family transposase ISP2,2,2,1.0,1,2351,,,,690,690,690.0,,,,KAHEJOMD_02312,HMEEEBGO_02186,,,,,
group_1299,,hypothetical protein,2,2,1.0,1,2349,,,,690,690,690.0,,KDAEOHOB_00008,,,HMEEEBGO_02076,,,,,
group_1237,,hypothetical protein,2,2,1.0,1,2233,,,,744,744,744.0,,KDAEOHOB_00012,,,HMEEEBGO_02072,,,,,
group_1213,,S-layer protein,2,2,1.0,1,2201,,,,765,765,765.0,,KDAEOHOB_02324,,,,,GMGKJONF_02158,,,
group_1210,,hypothetical protein,2,3,1.5,1,2197,,,,252,1206,719.0,,,,KAHEJOMD_02308;KAHEJOMD_02309,HMEEEBGO_02188,,,,,
linX,linX,25-dichloro-25-cyclohexadiene-14-diol dehydrogenase LinX,2,2,1.0,1,2188,,,,768,768,768.0,JECDCPOO_02418,,,,,,,,BMKFACGC_02530,
ret,ret,Retron Ec86 reverse transcriptase,2,2,1.0,1,2179,,,,771,771,771.0,,,,KAHEJOMD_02293,HMEEEBGO_02203,,,,,
parA,parA,Chromosome partitioning protein ParA,2,2,1.0,1,2153,,,,786,786,786.0,,,,KAHEJOMD_02848,,,,,BMKFACGC_02712,
group_1183,,hypothetical protein,2,2,1.0,1,2147,,,,789,789,789.0,,,,,,KGEHKDDB_01381,,,BMKFACGC_01723,
group_1180,,hypothetical protein,2,2,1.0,1,2131,,,,798,798,798.0,,,,KAHEJOMD_01721,,,GMGKJONF_01693,,,
group_1155,topB,DNA topoisomerase 3,2,2,1.0,1,2080,,,,825,825,825.0,,KDAEOHOB_02520,,,HMEEEBGO_02091,,,,,
wbbD,wbbD,UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-13-galactosyltransferase,2,2,1.0,1,2061,,,,834,834,834.0,,KDAEOHOB_02021,,,HMEEEBGO_02696,,,,,
dkgA,dkgA,Methylglyoxal reductase DkgA,2,2,1.0,1,2057,,,,837,837,837.0,,,,KAHEJOMD_00154,,,GMGKJONF_00157,,,
soj_5,soj_5,Chromosome-partitioning ATPase Soj,2,2,1.0,1,2018,,,,852,852,852.0,,,,KAHEJOMD_02865,,,,HLLCJJMH_02711,,
group_1120,,hypothetical protein,2,2,1.0,1,2005,,,,858,858,858.0,,KDAEOHOB_02016,,,HMEEEBGO_02701,,,,,
group_1113,,hypothetical protein,2,2,1.0,1,1990,,,,864,864,864.0,,KDAEOHOB_01670,,,HMEEEBGO_00270,,,,,
group_1098,rmlA,Glucose-1-phosphate thymidylyltransferase,2,2,1.0,1,1961,,,,882,882,882.0,,KDAEOHOB_02024,,,HMEEEBGO_02693,,,,,
group_1089,,hypothetical protein,2,2,1.0,1,1941,,,,888,888,888.0,,KDAEOHOB_01720,,,,,,,BMKFACGC_01191,
group_1065,,hypothetical protein,2,2,1.0,1,1892,,,,909,909,909.0,,,,,,KGEHKDDB_02686,,,BMKFACGC_02706,
group_1052,,hypothetical protein,2,2,1.0,1,1867,,,,924,924,924.0,,,,KAHEJOMD_02860,,,,HLLCJJMH_02707,,
group_1038,,hypothetical protein,2,2,1.0,1,1839,,,,933,933,933.0,,KDAEOHOB_02471,,,,KGEHKDDB_02246,,,,
glyD,glyD,Glycosyltransferase GlyD,2,2,1.0,1,1831,,,,936,936,936.0,,KDAEOHOB_02020,,,HMEEEBGO_02697,,,,,
group_1028,,hypothetical protein,2,2,1.0,1,1818,,,,942,942,942.0,,KDAEOHOB_01649,,,HMEEEBGO_00292,,,,,
wcdB,wcdB,UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase,2,2,1.0,1,1811,,,,945,945,945.0,,KDAEOHOB_02023,,,HMEEEBGO_02694,,,,,
group_1008,,hypothetical protein,2,2,1.0,1,1757,,,,975,975,975.0,,,,,HMEEEBGO_02551,,,HLLCJJMH_01460,,
group_1005,kdpB,Potassium-transporting ATPase ATP-binding subunit,2,2,1.0,1,1750,,,,978,978,978.0,,,,KAHEJOMD_02895,,,,,BMKFACGC_02754,
group_995,,hypothetical protein,2,2,1.0,1,1730,,,,987,987,987.0,,,,,,,GMGKJONF_01713,,,FHDKMCMF_01506
group_987,,hypothetical protein,2,2,1.0,1,1718,,,,252,420,336.0,,,,,HMEEEBGO_02865,,,,,FHDKMCMF_01532
ydeA,ydeA,putative protease YdeA,2,2,1.0,1,1707,,,,591,591,591.0,JECDCPOO_01111,,OPNKAGHI_01517,,,,,,,
group_979,,hypothetical protein,2,2,1.0,1,1706,,,,354,354,354.0,JECDCPOO_01112,,OPNKAGHI_01516,,,,,,,
group_975,,hypothetical protein,2,2,1.0,1,1698,,,,999,999,999.0,,KDAEOHOB_02018,,,HMEEEBGO_02699,,,,,
ccpA_4,ccpA_4,Catabolite control protein A,2,2,1.0,1,1692,,,,1002,1002,1002.0,,,,KAHEJOMD_02507,,,GMGKJONF_02466,,,
group_969,,hypothetical protein,2,2,1.0,1,1690,,,,360,369,364.5,,,,,,,GMGKJONF_01373,HLLCJJMH_01520,,
group_965,,hypothetical protein,2,3,1.5,1,1685,,,,177,426,275.0,,,,KAHEJOMD_02799;KAHEJOMD_02800,,KGEHKDDB_02584,,,,
group_963,,hypothetical protein,2,2,1.0,1,1683,,,,264,264,264.0,,,OPNKAGHI_00922,,,,,HLLCJJMH_01497,,
group_956,,hypothetical protein,2,2,1.0,1,1676,,,,1011,1011,1011.0,,,,,HMEEEBGO_00002,KGEHKDDB_01607,,,,
group_954,,hypothetical protein,2,2,1.0,1,1673,,,,1368,1476,1422.0,,,,,HMEEEBGO_00004,,,,,FHDKMCMF_02628
group_952,,hypothetical protein,2,2,1.0,1,1670,,,,246,246,246.0,,,,KAHEJOMD_00855,,,,,BMKFACGC_01735,
group_949,,hypothetical protein,2,2,1.0,1,1667,,,,1008,1008,1008.0,,KDAEOHOB_00006,,,HMEEEBGO_02078,,,,,
group_947,,hypothetical protein;IS5 family transposase ISCARN82,2,2,1.0,1,1664,,,,297,534,415.5,,,,KAHEJOMD_02850,,,,HLLCJJMH_02739,,
group_944,,hypothetical protein,2,2,1.0,1,1661,,,,2247,2250,2248.5,,,,KAHEJOMD_02798,,KGEHKDDB_02585,,,,
group_943,,hypothetical protein,2,2,1.0,1,1660,,,,237,309,273.0,,,OPNKAGHI_00038,,,,GMGKJONF_00058,,,
group_941,,hypothetical protein,2,2,1.0,1,1658,,,,420,420,420.0,,,OPNKAGHI_00921,,,,,HLLCJJMH_01498,,
group_931,,hypothetical protein,2,2,1.0,1,1641,,,,426,765,595.5,,,,,,,,,BMKFACGC_02793,FHDKMCMF_02705
group_930,,IS30 family transposase ISLpl1,2,2,1.0,1,1640,,,,930,930,930.0,,,,,,,,,BMKFACGC_01965,FHDKMCMF_01259
group_929,,IS30 family transposase IS1139,2,2,1.0,1,1639,,,,1017,1017,1017.0,,,,KAHEJOMD_02974,,,,HLLCJJMH_02699,,
group_922,,hypothetical protein,2,2,1.0,1,1632,,,,1026,1125,1075.5,,,OPNKAGHI_02674,,,,,,BMKFACGC_02732,
group_917,,hypothetical protein,2,2,1.0,1,1626,,,,1725,1725,1725.0,,,,,HMEEEBGO_02535,,,HLLCJJMH_01475,,
group_908,,hypothetical protein,2,2,1.0,1,1613,,,,420,444,432.0,,KDAEOHOB_01647,,,,,,,BMKFACGC_01721,
topB_2~~~topA_2,topB_2;topA_2,DNA topoisomerase 3;DNA topoisomerase 1,2,3,1.5,1,1609,,,,276,2136,1219.0,,,,,,KGEHKDDB_02679,,,,FHDKMCMF_02564;FHDKMCMF_02563
group_904,,hypothetical protein,2,2,1.0,1,1607,,,,345,363,354.0,,,,,,,GMGKJONF_01372,,BMKFACGC_01652,
thsA,thsA,Thoeris protein ThsA,2,2,1.0,1,1604,,,,858,858,858.0,JECDCPOO_01596,,,,HMEEEBGO_00305,,,,,
group_901,,hypothetical protein,2,2,1.0,1,1603,,,,132,132,132.0,JECDCPOO_01597,,,,HMEEEBGO_00304,,,,,
group_892,,hypothetical protein,2,2,1.0,1,1587,,,,771,771,771.0,,,,KAHEJOMD_01717,,,GMGKJONF_01689,,,
group_886,,hypothetical protein,2,2,1.0,1,1580,,,,177,183,180.0,,KDAEOHOB_01046,,,,,,,,FHDKMCMF_02687
group_883,,hypothetical protein,2,2,1.0,1,1573,,,,180,180,180.0,JECDCPOO_01609,,,,,,GMGKJONF_01424,,,
group_880,,IS30 family transposase IS1070,2,2,1.0,1,1569,,,,924,924,924.0,,,OPNKAGHI_00053,,,,,,BMKFACGC_00037,
group_875,,hypothetical protein,2,2,1.0,1,1560,,,,495,495,495.0,JECDCPOO_01595,,,,HMEEEBGO_00306,,,,,
group_871,,hypothetical protein,2,2,1.0,1,1556,,,,219,228,223.5,,,,,HMEEEBGO_00808,KGEHKDDB_01655,,,,
group_868,,hypothetical protein,2,2,1.0,1,1549,,,,111,111,111.0,,,,,HMEEEBGO_00993,,,,,FHDKMCMF_02685
group_866,,Type I restriction enzyme MpnII methylase subunit,2,2,1.0,1,1547,,,,1593,1593,1593.0,,,,,,,GMGKJONF_00054,HLLCJJMH_00072,,
group_861,,hypothetical protein,2,2,1.0,1,1541,,,,186,186,186.0,,,OPNKAGHI_00909,,,,,,BMKFACGC_01734,
group_853,,hypothetical protein,2,2,1.0,1,1530,,,,1032,1047,1039.5,,,,,HMEEEBGO_02539,,,HLLCJJMH_01472,,
group_848,,hypothetical protein,2,2,1.0,1,1525,,,,249,249,249.0,,,OPNKAGHI_00910,,,,,,BMKFACGC_01733,
group_847,,hypothetical protein,2,2,1.0,1,1524,,,,228,228,228.0,,,,,HMEEEBGO_00992,,,,,FHDKMCMF_02684
group_845,,hypothetical protein,2,2,1.0,1,1522,,,,1026,1158,1092.0,,,,,HMEEEBGO_02556,,,HLLCJJMH_01455,,
group_841,,hypothetical protein,2,2,1.0,1,1517,,,,312,312,312.0,,,,,HMEEEBGO_00195,KGEHKDDB_01625,,,,
group_840,,hypothetical protein,2,2,1.0,1,1516,,,,348,351,349.5,,,,,HMEEEBGO_02540,,,HLLCJJMH_01471,,
